	TARA_112_DCM_0.8_5.0	TARA_097_DCM_0.8_5.0	TARA_096_DCM_0.8_5.0	TARA_151_DCM_0.8_5.0	TARA_142_DCM_0.8_5.0	TARA_006_DCM_0.8_5.0	TARA_066_DCM_0.8_5.0	TARA_051_DCM_0.8_5.0	TARA_132_DCM_0.8_5.0	TARA_086_DCM_0.8_5.0	TARA_034_DCM_0.8_5.0	TARA_058_DCM_0.8_5.0	TARA_080_DCM_0.8_5.0	TARA_102_DCM_0.8_5.0	TARA_128_DCM_0.8_5.0	TARA_032_DCM_0.8_5.0	TARA_106_DCM_0.8_5.0	TARA_025_DCM_0.8_5.0	TARA_122_DCM_0.8_5.0	TARA_111_DCM_0.8_5.0	TARA_110_DCM_0.8_5.0	TARA_109_DCM_0.8_5.0	TARA_138_DCM_0.8_5.0	TARA_004_DCM_0.8_5.0	TARA_135_DCM_0.8_5.0	TARA_009_DCM_0.8_5.0	TARA_016_DCM_0.8_5.0	TARA_042_DCM_0.8_5.0	TARA_072_DCM_0.8_5.0	TARA_093_DCM_0.8_5.0	TARA_081_DCM_0.8_5.0	TARA_137_DCM_0.8_5.0	TARA_038_DCM_0.8_5.0	TARA_068_DCM_0.8_5.0	TARA_143_DCM_0.8_5.0	TARA_078_DCM_0.8_5.0	TARA_065_DCM_0.8_5.0	TARA_041_DCM_0.8_5.0	TARA_064_DCM_0.8_5.0	TARA_005_DCM_0.8_5.0	TARA_036_DCM_0.8_5.0	TARA_023_DCM_0.8_5.0	TARA_149_MES_0.8_3.0	TARA_148_MES_0.8_3.0	TARA_138_MES_0.8_3.0	TARA_142_MES_0.8_3.0	TARA_137_MES_0.8_3.0	TARA_144_MES_0.8_3.0	TARA_097_MES_0.8_3.0	TARA_109_MES_0.8_3.0	TARA_110_MES_0.8_3.0	TARA_131_MES_0.8_3.0	TARA_112_MES_0.8_3.0	TARA_146_MES_0.8_3.0	TARA_098_MES_0.8_3.0	TARA_132_MES_0.8_3.0	TARA_078_MES_0.8_3.0	TARA_085_SRF_0.8_5.0	TARA_142_SRF_0.8_5.0	TARA_080_SRF_0.8_5.0	TARA_086_SRF_0.8_5.0	TARA_036_SRF_0.8_5.0	TARA_081_SRF_0.8_5.0	TARA_006_SRF_0.8_5.0	TARA_124_SRF_0.8_5.0	TARA_043_SRF_0.8_5.0	TARA_004_SRF_0.8_5.0	TARA_131_SRF_0.8_5.0	TARA_113_SRF_0.8_5.0	TARA_041_SRF_0.8_5.0	TARA_058_SRF_0.8_5.0	TARA_052_SRF_0.8_5.0	TARA_143_SRF_0.8_5.0	TARA_123_SRF_0.8_5.0	TARA_149_SRF_0.8_5.0	TARA_095_SRF_0.8_5.0	TARA_128_SRF_0.8_5.0	TARA_110_SRF_0.8_5.0	TARA_046_SRF_0.8_5.0	TARA_067_SRF_0.8_5.0	TARA_076_SRF_0.8_5.0	TARA_039_SRF_0.8_5.0	TARA_129_SRF_0.8_5.0	TARA_130_SRF_0.8_5.0	TARA_072_SRF_0.8_5.0	TARA_005_SRF_0.8_5.0	TARA_082_SRF_0.8_5.0	TARA_122_SRF_0.8_5.0	TARA_084_SRF_0.8_5.0	TARA_145_SRF_0.8_5.0	TARA_042_SRF_0.8_5.0	TARA_136_SRF_0.8_5.0	TARA_092_SRF_0.8_5.0	TARA_106_SRF_0.8_5.0	TARA_137_SRF_0.8_5.0	TARA_111_SRF_0.8_5.0	TARA_051_SRF_0.8_5.0	TARA_112_SRF_0.8_5.0	TARA_139_SRF_0.8_5.0	TARA_102_SRF_0.8_5.0	TARA_064_SRF_0.8_5.0	TARA_045_SRF_0.8_5.0	TARA_100_SRF_0.8_5.0	TARA_018_SRF_0.8_5.0	TARA_109_SRF_0.8_5.0	TARA_152_SRF_0.8_5.0	TARA_009_SRF_0.8_5.0	TARA_089_SRF_0.8_5.0	TARA_068_SRF_0.8_5.0	TARA_151_SRF_0.8_5.0	TARA_078_SRF_0.8_5.0	TARA_146_SRF_0.8_5.0	TARA_093_SRF_0.8_5.0	TARA_016_SRF_0.8_5.0	TARA_038_SRF_0.8_5.0	TARA_066_SRF_0.8_5.0	TARA_070_SRF_0.8_5.0	TARA_132_SRF_0.8_5.0	TARA_147_SRF_0.8_5.0	TARA_022_SRF_0.8_5.0	TARA_135_SRF_0.8_5.0	TARA_148_SRF_0.8_5.0	TARA_097_SRF_0.8_5.0	TARA_096_SRF_0.8_5.0	TARA_098_SRF_0.8_5.0	TARA_150_SRF_0.8_5.0	TARA_020_SRF_0.8_5.0	TARA_025_SRF_0.8_5.0
EF574549.1.1486	0	0	2	2	0	0	1	0	0	0	0	1	2	2	7	0	0	2	0	0	0	4	0	1	0	4	5	1	1	1	0	0	1	2	3	1	0	0	3	6	3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	2	0	2	0	0	3	2	4	2	0	0	0	8	4	1	0	1	8	6	3	0	4	1	8	7	0	1	0	7	0	0	5	0	0	10	5	3	3	2	4	7	0	7	16	5	12	0	2	0	2	1	3	0	24	1	7	2	2	0	0	2	3	0	2	3	1	2	5	2
EF574575.1.1450	2	3	2	0	4	5	10	2	5	0	5	4	0	2	1	1	0	1	1	2	1	1	2	6	2	2	6	0	1	0	3	0	0	9	4	4	1	7	2	3	7	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	6	6	0	2	7	4	6	4	6	10	5	7	15	8	1	8	5	10	4	1	1	16	5	7	12	5	6	6	12	23	0	12	13	3	1	3	2	3	5	9	6	2	2	7	3	12	0	11	10	29	13	6	6	10	5	10	0	1	4	13	4	3	12	11	9	10	11	4	6	16
EF574610.1.1506	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	0	4	0	1	3	0	1	0	1	0	0	4	0	0	0	1	1	2	0	0	0	3	1	0	1	0	0	1	0	0	0	1	0	3	6	4	0	2	0	1	0	2	9	0	5	0	2	0	1	1	2	0	5	0	4	0	0	1	1	2	0	0	2	2	0	1	0	1
EF574657.1.1483	3	2	5	6	10	1	9	3	2	0	4	4	14	8	16	9	2	7	1	5	26	12	0	29	0	14	11	4	0	0	0	4	6	19	14	2	11	3	20	4	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	18	2	0	7	1	1	3	17	3	1	17	3	14	16	17	20	27	6	10	17	8	0	6	5	8	7	13	3	0	14	0	8	4	15	0	34	12	11	5	19	5	10	46	9	10	4	10	5	5	0	8	18	3	6	5	4	8	6	46	3	7	3	4	5	15	13	12	34	9	0
EF574674.1.1443	12	10	5	5	22	3	20	22	2	0	15	18	4	3	11	9	7	6	14	12	9	0	2	8	3	9	13	11	11	10	20	1	2	23	6	16	21	6	21	4	23	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	22	4	0	16	31	6	12	14	13	9	16	5	32	10	10	22	22	12	12	8	3	10	10	16	12	10	5	10	6	18	4	14	17	19	1	8	9	5	9	7	6	4	17	2	9	11	9	38	14	43	47	22	2	15	21	10	13	9	13	13	17	16	7	43	6	20	9	42	11	16
EF574684.1.1421	5	1	0	3	3	0	0	5	0	0	0	3	0	3	0	0	0	1	2	1	5	4	2	0	0	0	0	4	0	0	1	1	1	1	0	4	0	7	1	0	0	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	1	0	4	2	0	1	0	2	0	1	3	0	6	0	1	4	0	0	1	0	0	3	6	3	3	1	0	0	2	0	2	1	1	0	1	1	0	1	1	2	0	0	3	1	0	1	1	2	0	0	1	0	0	1	0	2	1	3	1	0	0	0	3	0	1	0	1	1	1
EF574718.1.1497	1	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	3	1	3	1	2	3	0	0	4	2	1	0	0	1	2	1	1	0	1	0	0	0	1	1	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EF574726.1.1494	6	12	16	0	0	0	1	40	10	0	4	0	0	0	9	1	1	26	6	1	1	13	1	2	3	0	3	12	20	5	7	3	6	0	8	0	0	0	1	11	4	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	5	0	2	19	20	44	10	11	32	15	1	0	0	0	3	0	1	0	8	3	1	3	5	14	0	0	0	0	6	3	0	5	9	0	23	2	0	28	6	16	7	4	5	6	0	0	0	0	2	0	2	0	7	0	0	9	0	0	14	0	0	0	0	4	0	0
EF574773.1.1519	2	3	2	1	4	0	0	4	4	0	3	10	7	6	0	1	7	1	2	4	3	4	4	2	5	6	3	3	8	4	2	5	3	4	0	1	9	4	8	0	7	1	1	1	0	0	1	0	5	1	2	0	1	1	0	1	0	0	0	1	0	2	0	0	3	2	1	0	0	1	7	0	1	2	2	0	1	1	2	3	2	1	0	0	2	1	0	8	0	0	3	0	0	1	1	0	6	1	0	0	17	3	0	0	0	0	0	0	2	3	1	0	0	0	2	4	1	3	4	1	0	1	0	0	1	1	0	0
EF574789.1.1501	0	0	0	3	0	1	0	3	7	0	0	6	2	1	0	1	1	1	0	3	0	1	1	1	0	1	0	1	0	0	0	0	0	0	1	0	4	1	6	0	3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EF574856.1.1457	0	1	2	1	0	1	1	3	0	0	3	4	0	0	4	3	0	1	1	2	0	1	2	1	0	0	3	0	0	2	1	0	0	2	1	0	3	0	2	8	7	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	8	9	0	1	0	1	0	1	4	7	26	3	24	4	3	6	4	2	5	4	2	0	23	8	4	6	7	14	0	1	0	2	11	2	0	11	12	7	7	7	10	0	13	4	5	11	1	1	2	0	11	9	16	1	2	15	25	0	8	7	0	5	3	4	6	12	6	2	5	9
EF574992.1.1454	1	4	8	1	1	0	0	7	2	0	4	8	0	3	3	1	0	1	1	2	0	3	2	1	0	6	10	8	4	1	0	0	0	1	8	1	0	1	0	1	13	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	0	0	4	0	0	4	2	0	3	0	10	6	7	1	0	1	2	0	2	5	0	2	12	2	4	4	4	0	3	0	7	2	2	0	4	5	8	7	4	5	7	6	8	11	2	6	0	0	0	0	0	1	1	0	0	19	2	0	3	0	0	0	1	4	3	8	2	4	1
EF575001.1.1448	0	0	1	1	0	5	7	1	3	0	1	1	0	1	1	0	0	2	1	0	4	0	2	1	4	1	2	0	0	2	3	0	4	2	1	2	2	0	3	4	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	8	5	0	3	8	4	2	0	1	4	3	0	7	3	1	0	2	6	0	6	0	2	2	6	4	3	3	7	1	3	0	4	0	8	1	1	8	2	0	4	1	1	3	1	4	7	0	3	4	0	3	6	2	2	2	12	6	2	7	1	0	0	6	2	0	7	4	1	10	1
EF575008.1.1466	1	2	0	0	9	1	0	2	2	0	0	4	0	2	4	3	0	1	1	3	3	1	0	1	0	0	2	3	0	0	0	0	0	0	4	2	0	0	0	3	2	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	0	3	0	0	4	4	0	8	0	10	2	9	1	1	1	21	8	2	4	0	3	0	16	15	8	5	0	2	0	0	13	5	0	5	6	12	10	10	4	1	4	8	9	0	5	0	7	0	1	0	2	2	0	7	0	0	9	24	2	0	0	2	7	3	8	0	1	4
EF575035.1.1498	0	4	4	1	0	5	1	3	0	0	10	6	12	6	17	6	3	1	0	5	13	38	2	12	5	4	7	4	0	1	3	2	21	0	10	8	1	4	2	48	47	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	36	0	171	5	10	7	29	8	18	4	39	9	20	21	1	0	6	11	13	17	0	19	93	38	34	67	23	0	4	0	0	25	21	0	22	41	12	16	14	17	12	4	51	3	4	53	0	12	0	0	24	41	0	13	1	26	2	3	27	0	1	9	0	9	7	5	0	1	1
EF575111.1.1464	26	7	10	16	29	2	14	27	7	0	12	42	20	15	4	34	3	42	28	22	1	4	2	4	21	24	18	4	19	63	12	8	9	9	32	32	22	4	15	68	7	99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	18	20	0	12	5	0	24	22	34	67	2	29	31	26	31	8	3	0	2	0	12	5	57	17	10	26	45	75	0	41	0	21	26	10	0	3	1	32	107	268	0	0	39	11	8	77	1	11	74	0	5	6	34	3	19	59	4	4	8	85	16	56	44	10	38	34	69	7	207	133
EF575130.1.1441	0	7	1	1	9	5	5	4	3	0	10	3	1	5	2	2	8	3	2	2	1	1	3	7	1	6	5	2	1	5	6	0	4	5	3	1	4	4	7	5	14	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	5	3	0	9	16	3	0	7	4	7	6	6	11	8	2	10	3	7	5	5	2	5	8	11	3	3	2	10	13	6	1	13	4	8	1	8	9	3	4	7	8	4	10	4	8	15	2	14	5	28	16	7	9	4	4	14	13	6	9	7	9	6	8	4	7	4	14	9	11	7
EF575179.1.1496	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	4	0	0	0	1	1	2	1	6	0	5	1	9	0	0	0	1	2	0	0	0	1	3	4	9	1	10	0	1	0	0	4	4	0	1	5	3	1	0	2	4	0	4	2	5	1	0	7	0	1	0	7	0	0	3	1	0	0	3	0	2	5	0	2	3	4	1	3	5
EF575213.1.1463	1	1	0	1	10	2	3	6	1	0	0	3	1	2	1	3	0	2	1	2	0	0	1	0	5	5	0	2	2	19	0	0	1	11	3	3	5	1	11	0	0	0	3	1	0	1	0	7	0	2	1	0	0	1	4	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EF597693.1.904	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	2	2	6	5	3	1	2	0	1	0	5	5	4	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EF597705.1.1418	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	13	2	2	2	16	10	0	4	2	0	5	4	1	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EF645948.1.1485	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	1	0	2	0	3	0	0	0	0	0	0	0	1	2	0	1	0	0	2	1	2	0	1	1	0	1	0	0	1	0	1	1	2	0	2	1	2	1	0	2	0	3	0	2	0	1	0	0	0	2	1	2	0	1	2	0	0	1	0	0	0	4	3	0	1	0	1	1	0
EF646132.1.1480	0	0	2	1	0	2	6	0	0	0	0	0	8	4	0	0	1	11	1	0	2	3	0	11	9	2	7	0	0	5	7	1	0	1	0	1	4	0	12	2	2	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	6	0	1	0	0	2	0	11	0	1	0	0	5	0	4	4	7	1	1	0	1	2	0	0	2	1	7	1	7	0	8	0	2	0	2	4	3	0	0	4	2	1	0	14	0	4	3	0	0	9	4	3	1	12	0	2	6	11	1	1	7	6	2	1	1	1	11	1	0
EF659447.1.1373	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	4	1	3	3	0	4	0	4	4	1	3	0	2	0	5	1	2	5	0	0	1	6	1	0	6	0	2	0	0	1	2	0	4	5	3	0	0	8	2	1	3	5	13	1	0	24	0	0	1	1	0	5	11	4	0	0	3	0	4	2	2	2	8	5	0	7	9
EU010156.1.1488	0	2	1	0	1	0	0	4	3	0	0	1	0	2	0	2	3	0	0	0	0	0	4	4	4	1	0	4	1	1	0	5	2	2	1	3	4	0	2	0	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EU237278.1.1306	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	0	3	0	1	1	3	1	1	2	0	0	1	2	1	0	0	0	0	2	0	1	3	1	2	1	1	0	0	0	0	0	0	0	1	1	3	0	1	2	0	0	3	0	0	0	0	1	0	0	2	1	0	1	2	1	0	2	3	0	0	1	1	0	1	3	0	0	1
EU237303.1.1308	2	2	2	1	5	0	0	3	0	0	3	5	0	1	2	4	1	2	0	1	0	3	0	1	0	0	0	1	1	0	0	0	1	0	11	1	2	1	2	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4	0	0	1	0	0	0	4	0	2	0	5	0	4	3	0	0	0	1	0	1	0	5	1	6	4	4	0	0	0	0	0	7	4	0	1	1	0	3	6	1	0	3	5	0	2	1	0	0	0	2	0	7	0	0	1	0	1	1	12	4	0	0	3	2	0	0	1	5	0
EU237319.1.1311	1	1	13	1	0	0	2	1	2	0	1	0	0	3	0	1	0	8	0	3	4	1	0	3	2	5	1	0	2	1	0	5	2	1	0	1	0	0	2	0	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EU237451.1.1318	6	3	17	3	0	1	0	10	13	0	2	4	0	3	3	1	2	1	7	3	0	2	3	1	0	3	10	8	18	1	0	1	4	0	6	8	7	10	1	1	5	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	1	0	0	0	0	5	0	3	36	1	8	7	76	0	4	6	0	1	1	5	0	2	9	1	4	0	3	0	14	0	1	3	2	0	1	4	5	5	7	4	6	6	13	10	4	10	0	16	0	0	1	0	2	0	1	1	1	0	0	2	0	0	1	6	1	19	1	3	0
EU237460.1.1326	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	5	0	0	0	0	0	1	2	1	8	1	5	0	8	2	0	0	2	0	0	0	0	13	0	2	0	7	2	0	0	0	0	5	0	0	1	0	0	13	18	0	0	1	3	0	5	0	0	10	0	1	0	11	1	0	3	0	0	7	2	3	1	0	3	66	26	84	2	7	0
EU237463.1.1308	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	9	0	28	0	1	3	8	4	2	0	7	5	4	0	0	0	0	2	0	6	0	3	17	5	6	13	5	0	6	0	0	4	2	0	5	4	3	4	4	1	1	2	10	0	1	13	0	3	0	0	8	10	0	1	3	3	0	3	5	1	1	1	0	2	3	2	1	0	0
EU268101.1.1448	0	0	1	5	2	0	0	1	0	1	1	0	0	3	3	0	0	1	0	0	1	3	0	0	1	4	4	1	0	1	3	1	1	1	1	1	0	0	0	14	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	4	0	1	3	4	2	7	6	4	1	5	1	6	4	0	1	10	0	3	1	0	4	2	1	7	8	11	5	0	0	1	2	3	4	2	2	4	6	1	1	3	0	0	0	13	2	3	17	8	0	5	5	0	9	12	3	0	4	3	2	4	7	4	6	12	8	4	8	10
EU268108.1.1451	3	4	0	5	10	5	10	3	0	0	12	3	0	1	3	2	2	6	3	2	5	1	2	4	7	3	3	2	7	11	7	1	2	11	1	5	4	4	9	3	26	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	12	7	0	14	20	18	1	9	10	1	34	3	12	4	1	11	13	7	2	9	1	7	4	17	6	1	1	6	48	10	14	12	4	12	2	7	6	2	5	3	5	2	5	2	6	6	3	21	4	30	13	19	2	9	14	9	20	10	8	2	12	25	15	22	1	3	3	13	4	1
EU268116.1.1462	0	0	0	1	0	3	9	5	0	0	1	1	3	0	0	4	0	2	0	0	1	0	1	2	1	4	0	2	0	1	3	0	1	0	0	12	18	1	4	3	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EU268117.1.1452	0	0	0	9	42	5	26	13	0	0	8	9	12	0	0	11	0	0	0	0	0	0	0	10	5	10	0	1	0	1	3	0	2	25	5	20	90	4	49	0	3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EU308449.1.1554	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	1	0	2	0	2	5	2	1	0	0	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EU373829.1.1512	0	4	2	18	0	1	0	2	5	0	1	3	3	0	0	17	0	14	0	1	0	0	1	0	4	1	15	2	1	0	0	0	0	1	0	11	0	0	1	1	0	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
