	TARA_100_DCM_0.22_3.0	TARA_102_DCM_0.22_3.0	TARA_109_DCM_0.22_3.0	TARA_110_DCM_0.22_3.0	TARA_111_DCM_0.22_3.0	TARA_112_DCM_0.22_3.0	TARA_122_DCM_0.22_3.0	TARA_128_DCM_0.22_3.0	TARA_132_DCM_0.22_3.0	TARA_133_DCM_0.22_3.0	TARA_137_DCM_0.22_3.0	TARA_138_DCM_0.22_3.0	TARA_142_DCM_0.22_3.0	TARA_150_DCM_0.22_3.0	TARA_151_DCM_0.22_3.0	TARA_058_DCM_0.22_3.0	TARA_064_DCM_0.22_3.0	TARA_065_DCM_0.22_3.0	TARA_066_DCM_0.22_3.0	TARA_068_DCM_0.22_3.0	TARA_072_DCM_0.22_3.0	TARA_076_DCM_0.22_3.0	TARA_078_DCM_0.22_3.0	TARA_082_DCM_0.22_3.0	TARA_085_DCM_0.22_3.0	TARA_093_DCM_0.22_3.0	TARA_098_DCM_0.22_3.0	TARA_100_MES_0.22_3.0	TARA_102_MES_0.22_3.0	TARA_109_MES_0.22_3.0	TARA_110_MES_0.22_3.0	TARA_111_MES_0.22_3.0	TARA_112_MES_0.22_3.0	TARA_122_MES_0.22_3.0	TARA_132_MES_0.22_3.0	TARA_133_MES_0.22_3.0	TARA_137_MES_0.22_3.0	TARA_138_MES_0.22_3.0	TARA_142_MES_0.22_3.0	TARA_145_MES_0.22_3.0	TARA_146_MES_0.22_3.0	TARA_148_MES_0.22_3.0	TARA_149_MES_0.22_3.0	TARA_152_MES_0.22_3.0	TARA_056_MES_0.22_3.0	TARA_064_MES_0.22_3.0	TARA_065_MES_0.22_3.0	TARA_068_MES_0.22_3.0	TARA_070_MES_0.22_3.0	TARA_072_MES_0.22_3.0	TARA_076_MES_0.22_3.0	TARA_078_MES_0.22_3.0	TARA_085_MES_0.22_3.0	TARA_098_MES_0.22_3.0	TARA_100_SRF_0.22_3.0	TARA_102_SRF_0.22_3.0	TARA_109_SRF_0.22_3.0	TARA_110_SRF_0.22_3.0	TARA_111_SRF_0.22_3.0	TARA_112_SRF_0.22_3.0	TARA_122_SRF_0.22_3.0	TARA_123_SRF_0.22_3.0	TARA_124_SRF_0.22_3.0	TARA_125_SRF_0.22_3.0	TARA_128_SRF_0.22_3.0	TARA_132_SRF_0.22_3.0	TARA_133_SRF_0.22_3.0	TARA_137_SRF_0.22_3.0	TARA_138_SRF_0.22_3.0	TARA_140_SRF_0.22_3.0	TARA_141_SRF_0.22_3.0	TARA_142_SRF_0.22_3.0	TARA_145_SRF_0.22_3.0	TARA_146_SRF_0.22_3.0	TARA_148_SRF_0.22_3.0	TARA_149_SRF_0.22_3.0	TARA_150_SRF_0.22_3.0	TARA_151_SRF_0.22_3.0	TARA_152_SRF_0.22_3.0	TARA_056_SRF_0.22_3.0	TARA_057_SRF_0.22_3.0	TARA_062_SRF_0.22_3.0	TARA_064_SRF_0.22_3.0	TARA_065_SRF_0.22_3.0	TARA_066_SRF_0.22_3.0	TARA_067_SRF_0.22_3.0	TARA_068_SRF_0.22_3.0	TARA_070_SRF_0.22_3.0	TARA_072_SRF_0.22_3.0	TARA_076_SRF_0.22_3.0	TARA_078_SRF_0.22_3.0	TARA_082_SRF_0.22_3.0	TARA_084_SRF_0.22_3.0	TARA_085_SRF_0.22_3.0	TARA_093_SRF_0.22_3.0	TARA_094_SRF_0.22_3.0	TARA_096_SRF_0.22_3.0	TARA_098_SRF_0.22_3.0	TARA_099_SRF_0.22_3.0
EF573025.1.1502	2	5	3	4	2	3	0	6	0	2	0	0	8	7	1	18	11	4	4	0	0	1	1	0	0	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	3	8	4	5	14	10	4	5	1	7	19	4	1	27	10	29	11	1	0	6	4	4	9	5	7	2	25	16	2	1	0	0	1	14	23	6	0	0	0	9	9	18	27	27
EF573065.1.1441	0	3	4	1	4	3	2	5	0	0	0	0	3	0	3	7	3	2	0	2	1	4	6	0	0	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	6	1	9	5	3	4	2	4	2	4	3	0	4	3	1	5	6	4	3	1	2	5	3	2	5	5	3	0	3	0	0	2	6	4	2	1	0	0	0	1	3	1	1	1
EF573081.1.1493	0	4	5	4	8	2	0	18	3	3	0	5	4	4	2	1	3	4	2	2	5	4	2	0	0	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	0	3	5	7	2	13	8	4	8	14	1	0	8	4	5	6	2	3	6	3	3	2	5	2	3	2	1	2	2	1	0	1	3	1	1	1	0	0	0	1	3	0	2	3
EF573115.1.1498	2	9	16	7	0	2	2	4	0	1	0	2	7	6	6	17	13	17	16	5	4	3	15	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	15	33	3	9	8	9	3	12	10	8	11	1	25	9	35	15	8	2	5	4	9	7	8	4	11	18	8	7	20	10	0	1	2	3	4	7	0	0	0	2	0	2	0	1
EF573116.1.1482	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	6	2	1	1	7	1	4	5	2	5	0	4	1	0	4	4	1	1	1	1	1	0	0	6	3	6	9	4	0	0	0	0	5	3	4	0	0	0	0	1	6	7	3
EF573119.1.1489	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	3	2	4	4	1	6	21	1	3	2	3	0	8	3	5	10	0	0	0	0	3	1	2	2	2	1	1	0	0	1	3	1	2	3	10	2	0	0	0	0	1	2	5	2
EF573122.1.1485	4	8	4	31	6	5	2	15	5	5	0	1	6	5	6	8	4	7	1	5	1	1	2	0	1	1	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19	10	6	19	14	18	18	24	14	10	28	13	2	13	5	7	6	14	3	3	5	7	3	5	0	4	7	11	2	7	11	0	2	1	4	1	0	0	2	0	1	6	2	8	7
EF573147.1.1490	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	3	9	4	4	0	8	3	5	5	4	2	0	0	7	2	0	0	0	2	3	3	1	1	0	1	4	2	3	1	0	0	0	3	2	2	1	0	0	0	0	1	2	0	2
EF573180.1.1462	0	0	1	2	0	0	1	3	0	1	0	0	1	2	2	1	2	0	4	1	2	0	1	0	0	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	3	2	1	3	0	3	1	4	3	3	0	1	1	11	2	2	1	1	0	0	0	1	1	2	0	2	3	0	1	1	0	1	0	3	0	0	0	0	0	0	3	2	1	6
EF573194.1.1484	3	0	12	21	1	3	2	18	0	0	0	1	12	1	3	5	7	7	2	2	3	2	0	1	0	1	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25	6	21	16	12	7	12	31	14	16	31	6	2	23	12	5	11	13	1	7	5	3	0	2	0	5	11	9	6	5	0	2	2	3	5	1	3	0	0	0	0	4	9	11	11
EF573197.1.1498	2	5	7	2	1	0	3	7	0	0	0	2	2	3	3	8	7	3	2	1	2	0	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14	16	5	4	4	2	6	4	3	8	2	10	2	6	11	6	2	1	6	5	4	2	2	5	0	7	9	9	5	6	6	1	0	5	3	3	7	0	0	0	3	4	0	6	7
EF573230.1.1478	0	12	7	3	0	7	9	1	0	1	1	0	17	4	6	12	4	13	1	0	3	1	4	0	0	0	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	6	5	0	43	60	4	0	5	4	2	13	0	18	6	6	16	22	4	7	6	5	2	3	0	16	8	9	7	6	0	0	0	1	9	2	0	0	0	0	0	2	0	0	0
EF573332.1.1428	4	18	9	6	5	3	4	10	3	2	0	9	7	10	6	8	6	4	4	2	6	1	5	0	0	1	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	13	7	5	6	8	6	13	13	14	7	11	2	7	10	8	6	12	6	5	4	2	6	6	1	13	7	11	5	4	4	0	4	4	14	12	11	0	0	0	5	11	27	18	14
EF573353.1.1459	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	6	0	6	2	2	6	0	2	1	5	4	3	4	1	3	0	0	0	0	0	0	0	0	2	3	4	0	0	1	1	0	4	1	2	1	0	0	0	0	2	6	3	2
EF573369.1.1458	11	1	3	11	23	23	12	11	20	1	0	30	33	18	5	9	18	21	17	14	37	10	14	0	0	0	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	4	3	1	15	4	1	3	2	6	0	0	1	1	0	1	26	6	54	19	29	14	0	11	2	6	7	24	22	13	0	19	16	3	2	7	0	0	0	0	0	0	0	1
EF573375.1.1449	17	7	3	5	21	8	14	6	10	1	0	22	5	15	26	11	10	3	14	12	7	7	6	4	0	1	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	7	1	3	12	10	6	3	6	10	3	7	13	9	4	4	2	6	10	7	5	10	16	25	7	8	5	9	3	14	12	2	5	9	8	5	10	2	1	0	5	12	0	2	5
EF573463.1.1480	7	6	0	10	13	10	12	9	9	9	0	8	29	15	18	13	12	10	2	6	14	12	10	0	0	0	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	5	0	5	0	63	12	23	5	0	0	0	1	22	14	26	5	15	14	12	14	7	4	11	10	14	21	10	10	0	2	6	7	0	4	0	0	0	0	0	0	0	0
EF573580.1.1524	1	5	4	2	1	1	2	7	3	0	0	3	1	1	0	4	1	2	0	0	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	11	5	1	1	9	3	3	7	5	6	0	6	0	7	0	0	0	0	1	2	0	2	0	4	3	5	2	7	0	0	0	5	4	1	0	0	0	0	0	0	0	5	1
EF573597.1.1440	10	12	15	10	17	11	9	22	7	21	1	12	21	10	15	45	21	25	12	10	24	8	14	4	0	8	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32	19	20	16	37	33	33	17	21	33	14	47	20	25	30	24	8	19	5	15	24	14	12	26	10	37	29	40	23	28	16	2	8	17	21	22	24	2	2	0	18	50	16	26	30
EF573664.1.1475	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	0	1	4	10	0	0	1	1	0	3	1	1	2	5	1	1	1	0	1	2	2	3	2	4	0	1	0	1	0	0	0	1	4	14	3	0	0	0	1	0	0	2	0
EF573683.1.1453	4	2	1	1	3	1	1	0	2	0	0	0	2	0	2	2	0	2	0	3	3	0	1	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4	2	1	2	3	1	1	0	1	1	0	1	2	3	2	0	2	0	0	0	0	2	2	0	3	1	5	1	0	1	0	0	1	1	0	5	0	0	0	0	0	0	0	0
EF573689.1.1488	10	11	15	23	11	10	8	7	10	1	0	9	12	10	10	7	10	5	14	6	9	6	19	1	0	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	12	21	14	20	1	10	7	15	7	7	6	2	13	10	1	9	16	3	5	11	8	16	11	5	4	12	12	12	10	8	0	5	13	7	8	8	0	0	0	0	9	7	4	5
EF573693.1.1450	1	5	4	2	0	0	0	0	0	5	3	0	2	2	0	2	3	1	1	9	0	1	2	0	0	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3	10	1	2	2	0	4	1	0	0	4	5	4	3	1	2	3	6	1	1	4	3	2	8	2	4	0	0	3	1	4	8	4	3	8	3	1	0	0	13	3	0	3	2
EF573752.1.1474	0	0	3	3	1	4	0	2	0	2	0	1	2	3	2	0	6	0	4	20	0	2	1	4	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	0	1	3	2	3	23	3	1	6	2	2	2	3	1	0	3	5	3	3	4	6	2	8	3	1	3	3	2	8	14	37	12	5	18	7	8	0	0	0	0	4	4	2
EF573781.1.1448	1	3	8	5	1	1	0	6	0	2	0	0	0	1	0	7	4	1	0	0	0	2	5	0	0	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	4	13	7	11	4	5	21	1	5	3	11	4	8	9	5	13	2	1	1	2	2	0	0	1	4	10	6	1	1	0	3	0	5	5	16	4	1	0	0	1	7	7	14	9
EF573811.1.1477	2	2	0	1	2	0	0	1	2	4	0	2	0	1	3	0	0	0	2	0	1	0	1	0	0	3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EF573817.1.1447	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	1	0	0	0	8	1	1	3	1	0	0	3	2	0	1	2	1	1	2	1	5	2	0	0	1	0	1	1	5	10	6	0	4	5	6	1	0	0	0	0	1	0
EF573851.1.1447	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	2	1	0	0	1	0	0	0	1	2	1	1	3	1	1	2	1	7	7	4	6	7	1	0	1	1	3	3	8	12	8	2	52	24	0	0	0	0	0	1	3	0
EF573901.1.1506	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	6	3	1	0	5	5	0	1	1	0	5	1	4	0	13	3	0	0	0	0	0	0	1	0	2	0	3	1	0	0	2	0	1	4	2	0	0	0	0	0	2	0	2	1
EF573946.1.1467	4	0	0	3	4	4	4	2	0	0	1	1	1	0	1	4	2	5	0	0	2	5	3	0	0	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	5	2	5	4	8	2	3	5	3	0	0	3	2	3	1	1	1	1	4	2	1	1	0	3	2	3	4	5	2	0	0	3	1	0	5	0	0	0	0	1	8	10	4
EF573979.1.1443	0	0	1	1	0	3	0	2	2	1	0	0	1	0	0	5	2	1	2	2	1	2	3	0	0	0	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	3	8	4	9	5	0	0	1	5	9	4	0	7	1	1	1	0	0	4	3	2	4	2	9	3	3	5	1	2	1	0	4	17	46	27	0	0	0	0	0	8	11	9
EF573992.1.1439	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	7	5	0	0	2	1	3	2	2	1	2	3	2	4	4	2	2	1	0	2	0	0	2	2	0	1	1	2	0	0	0	1	0	5	0	0	0	0	0	0	3	0	3
EF573999.1.1422	0	0	1	2	0	2	0	0	1	4	0	0	3	1	5	2	5	1	1	16	0	5	4	24	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	2	2	3	1	5	17	1	2	7	0	0	1	2	1	0	1	7	2	3	5	1	1	6	1	1	2	1	3	4	11	22	18	4	25	3	31	4	4	0	0	2	1	0
EF574008.1.1447	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1	1	1	2	2	0	3	1	1	0	0	0	1	1	0	0	1	3	0	0	0	1	4	1	0	2	1	1	0	0	5	9	8	4	10	1	3	3	0	0	0	0	1	2
EF574009.1.1228	1	1	0	0	1	0	0	0	1	2	0	0	1	0	0	1	1	1	2	7	0	2	1	4	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	0	1	0	1	9	1	0	3	0	1	2	0	0	0	0	0	0	1	1	2	0	6	0	0	0	0	2	0	2	15	2	1	2	2	8	2	0	0	0	1	0	1
EF574040.1.1487	10	12	55	18	7	0	2	20	1	22	0	0	0	3	1	3	1	4	2	3	4	0	4	0	0	17	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	35	24	69	42	16	0	14	11	7	11	20	2	9	12	2	5	7	2	3	1	1	2	1	0	2	5	1	0	1	4	6	0	3	4	5	4	5	0	1	0	16	4	2	3	8
EF574067.1.1441	3	6	5	6	8	2	3	6	5	1	0	5	2	1	1	6	1	1	2	0	4	3	7	0	0	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	1	10	4	6	9	6	12	3	4	9	4	1	3	10	3	9	3	0	3	7	0	2	1	1	4	2	10	3	2	2	0	0	5	8	13	6	0	0	0	1	4	5	7	9
EF574119.1.1500	11	10	21	40	9	3	2	32	13	7	0	10	11	14	29	13	15	25	17	3	4	5	8	0	0	0	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	21	20	22	19	11	29	35	31	36	35	10	4	24	12	28	9	7	15	10	10	17	5	25	8	13	13	22	15	32	20	3	1	13	12	8	2	0	0	0	0	6	10	13	11
EF574125.1.1485	4	4	8	8	1	4	0	6	2	4	0	0	4	4	5	6	1	1	2	4	3	1	2	0	0	1	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	5	4	17	8	6	6	4	7	4	6	1	1	12	3	2	1	2	0	3	0	5	9	4	13	2	2	1	1	3	2	0	3	4	0	1	3	0	0	0	4	7	6	2	3
EF574163.1.1451	3	2	2	3	4	5	2	6	0	1	0	2	3	2	5	6	3	3	1	1	1	0	3	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	6	7	2	6	7	8	3	1	4	2	15	2	10	8	7	18	10	0	6	3	6	4	3	2	11	4	4	3	1	1	1	1	7	9	6	5	1	0	0	0	3	8	2	9
EF574195.1.1480	18	1	2	8	1	5	18	4	0	2	1	1	0	17	0	2	0	1	0	7	6	17	0	1	0	1	0	4	7	30	1	4	5	1	16	1	9	9	14	0	3	1	2	1	0	5	8	8	63	22	5	2	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EF574241.1.1490	11	3	17	17	21	9	6	26	7	2	0	2	18	5	2	12	16	27	2	4	13	1	7	0	0	3	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	4	19	22	9	8	31	15	17	16	37	14	1	22	16	52	25	14	5	12	11	13	9	5	3	13	23	15	16	37	2	0	3	7	5	10	12	0	0	0	2	8	13	8	11
EF574264.1.1492	17	12	37	15	12	3	3	12	0	14	0	3	9	11	6	6	8	13	17	14	10	5	9	0	0	5	3	0	1	1	9	1	2	3	3	0	3	0	1	0	0	0	0	0	2	0	1	3	27	2	1	0	0	1	16	34	28	33	22	9	5	3	9	5	7	4	35	21	1	4	15	6	3	7	4	10	14	15	31	7	13	3	11	14	9	0	18	12	8	2	7	0	0	0	9	41	16	16	14
EF574269.1.1438	9	0	1	6	5	7	6	11	0	3	0	4	4	7	12	5	6	7	9	3	12	5	7	0	0	0	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	2	2	4	7	8	9	13	2	6	5	7	4	4	5	4	0	5	6	5	10	10	9	10	1	2	4	7	10	8	4	0	4	3	4	8	16	0	0	0	0	5	2	4	7
EF574288.1.1436	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	3	0	1	3	3	0	2	2	0	0	3	0	0	0	0	0	3	3	0	4	2	1	0	0	0	0	0	2	2	10	25	1	5	1	10	6	2	0	0	0	0	1
EF574353.1.1482	1	0	3	1	6	4	2	7	5	2	0	3	2	1	2	11	3	2	1	2	11	24	21	0	0	0	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	7	0	0	5	1	5	5	5	2	3	2	1	1	0	2	2	3	1	0	2	2	3	0	0	4	4	0	3	4	5	0	2	5	3	3	1	0	0	0	0	0	0	8	3
EF574362.1.1473	3	6	0	0	0	1	1	1	2	7	1	1	2	2	3	2	1	0	1	0	0	2	4	1	0	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	10	7	5	3	6	2	0	5	1	2	3	10	1	5	6	4	1	4	1	2	1	0	4	2	2	3	2	5	2	1	3	1	2	2	3	14	1	0	0	3	7	12	7	15
EF574402.1.1517	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4	0	0	1	1	0	1	1	2	1	2	4	1	0	13	5	1	0	0	1	2	0	0	0	2	0	2	1	0	0	3	0	0	3	0	4	0	0	0	0	0	0	7	14
EF574411.1.1527	27	47	15	10	19	16	6	16	12	4	0	15	32	13	7	35	27	24	35	9	22	5	11	0	0	1	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27	28	12	17	23	21	31	12	26	26	27	35	2	23	6	18	49	15	6	17	30	20	10	9	17	28	39	54	23	51	48	3	10	19	24	18	15	0	0	0	0	8	9	27	14
EF574416.1.1507	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	2	1	1	6	1	0	0	2	1	7	9	2	1	6	2	0	0	0	0	0	1	0	0	2	1	0	1	2	0	2	0	0	2	0	1	0	0	0	0	6	23	9	10
