	TARA_100_SRF_0.22_3.0	TARA_102_SRF_0.22_3.0	TARA_109_SRF_0.22_3.0	TARA_110_SRF_0.22_3.0	TARA_111_SRF_0.22_3.0	TARA_112_SRF_0.22_3.0	TARA_122_SRF_0.22_3.0	TARA_123_SRF_0.22_3.0	TARA_124_SRF_0.22_3.0	TARA_125_SRF_0.22_3.0	TARA_128_SRF_0.22_3.0	TARA_132_SRF_0.22_3.0	TARA_133_SRF_0.22_3.0	TARA_137_SRF_0.22_3.0	TARA_138_SRF_0.22_3.0	TARA_140_SRF_0.22_3.0	TARA_141_SRF_0.22_3.0	TARA_142_SRF_0.22_3.0	TARA_145_SRF_0.22_3.0	TARA_146_SRF_0.22_3.0	TARA_148_SRF_0.22_3.0	TARA_149_SRF_0.22_3.0	TARA_150_SRF_0.22_3.0	TARA_151_SRF_0.22_3.0	TARA_152_SRF_0.22_3.0	TARA_056_SRF_0.22_3.0	TARA_057_SRF_0.22_3.0	TARA_062_SRF_0.22_3.0	TARA_064_SRF_0.22_3.0	TARA_065_SRF_0.22_3.0	TARA_066_SRF_0.22_3.0	TARA_067_SRF_0.22_3.0	TARA_068_SRF_0.22_3.0	TARA_070_SRF_0.22_3.0	TARA_072_SRF_0.22_3.0	TARA_076_SRF_0.22_3.0	TARA_078_SRF_0.22_3.0	TARA_082_SRF_0.22_3.0	TARA_084_SRF_0.22_3.0	TARA_085_SRF_0.22_3.0	TARA_093_SRF_0.22_3.0	TARA_094_SRF_0.22_3.0	TARA_096_SRF_0.22_3.0	TARA_098_SRF_0.22_3.0	TARA_099_SRF_0.22_3.0
AM778450.1.1434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	15	0	0	0	0	0	0	0	0	0
FN433426.1.1497	3	2	1	0	2	2	1	0	0	0	0	2	27	3	0	1	0	0	0	1	2	2	7	19	2	0	1	1	0	0	2	3	2	1	0	0	5	0	0	0	12	26	1	0	4
JQ678403.1.1505	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0	3	7	16	16	7	10	5	0	6	1	1	1	6	6	6	0	3	0	1	0	1	0	0	0	0	0	0	0	0
EU802694.1.1445	12	12	12	27	6	0	11	18	4	2	10	1	3	11	2	9	2	3	3	1	4	3	8	11	5	4	7	6	1	7	3	0	1	13	0	2	4	0	0	0	3	4	0	0	1
FJ745206.1.1366	7	4	5	7	8	4	3	4	4	3	5	5	20	6	1	8	8	4	8	0	1	3	7	4	10	3	0	2	0	3	7	13	4	1	3	1	4	1	1	1	14	11	7	5	3
GU940830.1.1369	4	7	12	8	7	4	12	4	7	6	1	3	1	15	5	12	5	7	1	1	5	3	6	4	2	5	8	7	4	8	2	0	0	0	5	3	1	0	0	0	0	2	4	8	3
EU799550.1.1480	0	0	1	1	1	1	2	3	2	2	6	6	18	2	2	1	1	8	20	5	2	2	5	8	11	1	0	1	2	1	18	19	1	1	3	0	2	0	0	0	1	4	4	2	5
FR683683.1.1457	17	8	8	8	8	2	6	1	10	4	5	3	11	8	5	9	2	4	12	1	0	4	2	2	4	5	2	3	5	4	6	19	2	2	3	1	4	10	15	5	4	8	9	5	4
EU804345.1.1448	13	3	5	3	11	6	7	1	5	3	5	13	4	1	9	2	13	3	0	3	3	2	2	6	2	5	6	8	5	3	3	1	2	4	9	7	14	1	4	0	4	4	10	10	12
JN832936.1.1411	1	1	0	1	0	0	0	0	0	1	0	0	3	2	0	0	0	0	2	0	1	1	0	1	1	0	0	0	0	1	1	5	0	0	0	1	0	22	10	96	0	0	1	1	0
GU145393.1.1406	1	1	1	1	3	2	2	2	3	3	0	1	2	2	2	3	2	6	4	17	13	15	12	0	9	1	2	6	7	7	7	0	3	1	0	3	7	0	0	1	0	0	4	4	1
EU805297.1.1439	5	2	1	2	5	6	19	12	14	15	5	5	2	2	11	4	1	5	2	3	10	4	1	0	2	6	5	7	5	4	2	0	0	5	9	6	6	0	0	0	2	0	0	0	2
GU061795.1.1436	2	7	5	4	1	7	10	3	6	14	1	5	8	11	3	5	3	5	9	1	5	3	7	4	6	3	4	8	9	3	8	3	3	6	1	1	7	0	3	3	7	5	4	6	3
AY664178.1.1215	1	5	4	7	2	0	0	6	5	10	4	0	3	6	4	8	18	3	2	2	2	3	1	1	2	0	6	2	1	1	1	0	14	8	0	3	5	0	0	0	10	6	0	0	0
AY700630.1.1436	2	7	7	4	2	2	6	2	4	0	3	9	9	2	3	2	2	3	0	1	5	1	5	6	4	2	1	9	1	2	3	0	1	2	6	14	17	0	0	0	6	13	20	6	15
AACY020288370.770.2267	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	4	10	9	15	4	1	8	3	1	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0
JQ226757.1.1346	0	4	0	2	1	1	3	9	1	0	4	1	4	1	1	2	0	0	40	13	6	15	14	13	32	2	3	2	4	8	40	5	7	8	0	0	1	1	0	0	0	0	3	3	1
EU802876.1.1440	9	4	6	7	5	5	11	8	4	12	4	5	2	10	7	5	5	10	4	3	3	3	9	4	4	4	2	5	6	9	6	2	5	4	4	0	7	0	0	0	3	3	13	5	7
HQ242112.1.1485	0	0	0	0	0	1	0	0	0	0	0	0	6	0	1	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	1	0	46	89	91	2	0	0	0	0
GQ337287.1.1463	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0
AACY020281370.39.1481	0	4	0	2	1	0	0	0	0	0	1	0	11	0	0	0	0	0	50	1	2	21	13	12	42	0	0	0	6	16	35	4	7	6	0	0	1	0	0	0	0	0	0	0	0
EU802732.1.1451	3	11	5	10	7	5	6	7	4	9	5	4	2	9	8	4	4	1	0	0	4	2	8	5	7	5	8	2	3	4	5	1	0	1	9	5	6	0	0	1	1	2	2	7	3
HQ673245.1.1487	1	0	0	3	1	2	2	1	0	1	3	0	0	0	1	0	0	9	5	12	10	12	3	5	3	4	2	1	13	13	2	0	4	1	3	0	0	0	0	0	0	0	0	0	1
AACY020430088.197.1720	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	9	18	5	10	7	2	6	0	0	0	0	1	4	0	9	0	0	0	1	0	0	0	0	0	0	0	0
HQ672544.1.1260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
EF574163.1.1451	3	6	7	2	6	7	8	3	1	4	2	15	2	10	8	7	18	10	0	6	3	6	4	3	2	11	4	4	3	1	1	1	1	7	9	6	5	1	0	0	0	3	8	2	9
EF572678.1.1439	0	3	10	13	13	14	6	6	5	8	15	0	2	16	14	1	1	3	2	5	2	6	10	10	5	3	2	2	3	1	4	1	2	10	4	1	3	0	0	0	0	7	5	0	16
EU802499.1.1457	1	1	6	0	1	8	9	0	7	6	3	4	0	3	10	18	6	9	1	3	5	1	3	3	3	10	8	7	3	2	0	0	2	5	5	9	2	0	0	0	0	0	16	11	15
EU802975.1.1437	4	4	5	7	7	9	15	2	5	13	8	11	2	4	10	5	4	3	0	4	2	4	4	2	4	7	8	10	5	3	2	0	5	6	2	3	2	0	0	0	3	11	14	11	16
HQ672405.1.1502	0	1	0	0	6	0	1	2	0	0	1	0	0	2	0	0	0	1	2	7	4	0	1	3	4	1	2	0	2	1	2	0	1	0	3	0	0	0	0	0	0	0	0	0	0
EU803092.1.1447	12	0	3	2	4	1	8	1	4	6	8	2	0	0	0	52	34	2	3	1	1	3	0	0	0	4	13	11	5	25	0	0	0	0	0	1	1	0	0	0	0	2	3	0	3
HQ671810.1.1467	0	1	0	4	7	3	1	1	5	3	2	1	17	1	3	1	0	2	7	5	5	8	6	4	3	5	0	2	1	1	11	14	12	24	4	1	7	1	0	0	4	2	0	1	6
HQ242370.1.1436	9	3	4	4	4	3	4	0	6	4	1	8	14	3	5	3	3	6	2	6	2	2	6	3	1	7	7	10	2	7	17	6	3	3	8	1	5	4	2	3	7	8	3	2	3
AY726846.1.1215	0	4	0	3	0	0	3	3	2	6	2	1	10	1	0	7	5	3	2	1	1	1	0	0	2	1	3	1	1	2	0	1	12	6	1	0	1	0	0	0	18	3	0	1	0
EU802725.1.1445	0	0	1	1	2	7	2	0	1	2	1	4	7	2	12	7	0	3	0	0	2	2	10	6	1	9	7	8	10	1	0	0	7	8	5	3	7	0	0	0	0	3	3	0	8
AF121987.1.935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU803021.1.1463	8	0	3	2	2	2	7	8	2	10	6	2	0	5	6	5	8	5	4	8	7	1	2	3	0	9	6	10	6	5	0	0	1	2	8	5	5	0	0	0	0	0	1	2	2
EU801862.1.1431	5	9	7	6	2	2	2	5	6	5	2	3	5	3	1	5	1	3	4	4	3	0	7	7	11	4	2	5	2	4	16	6	0	1	0	0	5	3	3	11	2	6	3	5	1
JQ347444.1.1436	1	2	1	2	1	2	0	22	10	4	1	1	1	0	0	20	45	6	0	5	11	5	1	1	0	2	22	8	10	7	0	0	1	1	0	2	1	0	0	0	2	1	0	2	0
AY727010.1.1237	6	0	1	2	0	0	4	1	1	0	0	0	0	1	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	2	1	4	0	0	1	0	6	4	0	0	0
EU802558.1.1440	3	0	3	3	4	6	4	3	8	7	2	12	2	3	5	3	5	7	1	4	9	8	3	7	5	3	6	5	6	4	4	1	5	3	4	7	8	1	0	0	1	1	17	9	9
HQ674232.1.1463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	3	0	0	0	0	0	0	0	3	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
EU237332.1.1322	0	3	5	0	0	0	0	18	16	5	0	0	0	0	0	21	37	3	0	4	12	10	2	0	1	5	41	10	5	10	1	2	1	0	0	0	4	0	0	0	3	0	0	0	0
AACY020393406.361.1862	0	0	0	0	0	13	0	0	0	0	1	0	0	0	0	0	3	2	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	4	60	100	1
JQ678501.1.1494	1	0	1	2	4	5	5	4	2	1	5	0	11	4	2	0	0	1	2	4	9	8	12	10	5	1	2	4	3	1	6	7	5	2	5	3	3	0	0	0	5	3	0	0	4
FJ744819.1.1371	1	7	1	7	3	2	0	1	3	2	1	1	11	4	1	1	2	0	10	1	1	3	9	7	12	0	0	3	1	4	15	14	2	2	0	0	8	1	1	0	10	9	5	0	6
GU061871.1.1437	9	11	8	7	10	5	7	5	6	1	3	1	6	4	9	5	5	8	5	3	5	6	6	6	0	10	5	7	8	3	5	2	0	2	5	5	1	0	0	0	1	6	11	10	8
AACY023403887.141.1584	2	1	6	0	1	4	3	7	6	5	4	1	2	2	7	3	11	8	1	7	10	2	4	6	7	3	6	8	2	1	0	0	6	1	9	1	16	0	0	0	0	2	0	1	4
AACY020518560.687.2227	0	0	0	1	2	2	2	1	0	1	0	0	5	2	1	0	0	1	11	1	3	4	8	16	17	1	1	2	2	4	13	1	5	4	1	2	5	0	0	0	0	0	0	0	1
KC002071.1.1361	1	9	10	7	1	6	2	5	1	3	3	9	16	12	0	10	15	0	1	0	5	3	3	19	6	0	0	6	4	1	1	1	1	7	0	1	2	0	0	0	0	19	23	19	16
EU799163.1.1444	8	4	9	9	3	2	5	4	5	4	5	1	7	5	6	8	6	4	8	1	2	2	2	6	14	2	2	3	2	3	3	7	4	2	0	7	2	6	8	2	7	10	2	2	1
EU803068.1.1454	2	3	3	4	3	6	2	0	2	6	2	4	0	7	2	12	7	7	1	5	4	3	5	5	2	6	3	10	5	9	2	0	1	3	4	8	0	0	0	0	0	2	1	3	3
DQ513090.1.1481	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	1	11	4	12	4	5	4	0	3	1	1	1	3	3	4	0	6	1	0	0	1	0	0	0	0	0	0	0	0
EF572198.1.1478	6	3	3	3	8	10	6	1	9	2	5	2	0	9	6	0	1	6	11	7	9	7	4	5	2	3	3	2	1	7	9	0	5	5	1	0	0	0	0	0	0	1	0	0	3
EU802430.1.1453	9	7	7	6	5	2	10	5	4	19	6	9	3	11	9	13	5	4	0	1	5	5	7	3	2	5	7	14	2	6	4	0	0	2	4	0	4	0	0	0	0	1	0	4	6
HQ672840.1.1446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	2	1	1	0	3	4	0	0	1	0	1	4	2	1	2	0	0	0	4	0	0	0	0	0	0	0
HQ672912.1.1480	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	1	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GU940989.1.1358	12	11	10	14	13	3	12	4	9	10	4	7	0	3	3	5	4	2	3	1	0	3	2	4	1	3	4	3	1	2	3	0	1	1	3	1	5	0	0	0	2	9	4	3	6
HQ671847.1.1485	4	3	6	5	2	1	1	0	2	2	3	0	8	0	1	2	1	5	18	5	5	8	8	3	7	1	0	2	4	5	8	8	5	5	1	7	4	6	2	1	3	2	0	0	0
EF575065.1.1452	0	6	10	2	1	1	0	7	7	5	0	1	8	6	2	8	18	14	9	0	8	4	9	3	10	1	10	6	4	2	2	1	17	0	2	2	2	0	0	0	18	2	0	0	0
HQ672469.1.1437	0	0	0	0	0	2	1	1	0	0	2	0	0	0	0	0	0	4	2	4	0	1	1	0	0	0	0	0	0	0	4	0	2	0	1	2	0	0	0	0	0	0	0	0	0
AY534097.1.1494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EF572866.1.1525	0	2	2	1	8	5	17	9	13	11	13	2	0	3	19	9	1	8	1	0	4	5	1	1	1	8	4	5	6	8	1	0	1	2	16	12	0	0	0	0	0	0	0	2	6
EU800621.1.1499	8	11	7	8	4	1	6	7	7	17	5	2	4	6	3	11	2	3	2	3	3	3	6	13	9	3	8	7	2	7	4	0	1	3	1	0	1	0	0	0	0	6	0	0	1
EU802552.1.1443	3	0	2	3	0	13	0	0	3	3	5	15	3	3	18	3	3	10	0	2	2	1	6	0	2	18	11	14	9	0	0	0	5	3	14	10	7	0	0	0	0	0	4	10	11
EU237342.1.1352	15	13	14	10	3	5	5	7	10	20	12	6	3	12	17	20	8	6	2	2	1	3	3	3	2	1	8	3	1	5	5	1	2	0	2	0	1	0	0	0	0	0	1	5	2
GU062019.1.1504	16	7	16	14	10	15	7	7	3	2	11	0	15	9	5	0	1	3	2	0	1	1	2	1	2	2	3	1	0	2	1	0	2	15	9	0	0	0	0	0	1	10	0	0	3
GQ351168.1.1436	2	2	0	1	0	3	3	0	2	2	0	4	1	2	0	0	0	2	3	3	4	2	3	2	11	2	3	1	3	2	7	1	4	0	2	1	2	0	0	0	0	2	2	1	1
EU802454.1.1449	6	11	7	9	13	2	4	11	18	8	5	4	3	7	4	2	0	2	6	2	4	1	6	11	3	5	1	3	4	11	13	2	7	6	3	0	1	0	0	0	4	9	0	2	1
JQ222467.1.914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU803121.1.1436	1	1	6	3	1	12	2	0	5	7	1	4	3	2	6	1	6	8	2	5	10	4	5	7	4	8	6	11	11	3	3	3	4	3	7	2	10	0	0	0	0	2	3	12	4
HQ673846.1.1521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	1	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
EU802943.1.1252	4	5	3	3	11	13	7	2	4	3	1	14	3	8	6	10	6	7	1	2	4	3	6	8	1	8	4	5	3	10	4	0	5	2	6	3	9	0	0	0	2	5	1	2	5
GU940873.1.1401	14	21	4	5	11	5	4	17	22	23	7	1	0	5	2	1	3	4	5	1	3	13	2	7	2	6	10	12	1	2	5	0	1	3	4	0	1	0	0	0	0	5	0	0	1
FJ980777.1.1485	0	1	4	4	0	0	1	11	2	3	4	1	0	3	0	3	6	1	1	2	0	2	2	0	0	1	6	0	0	0	2	0	0	2	2	0	0	0	0	0	0	3	2	0	0
GU061804.1.1451	5	6	5	2	4	2	11	6	10	4	5	3	1	5	6	2	2	1	5	5	7	4	8	8	1	4	8	2	7	8	1	0	2	3	5	1	12	0	0	0	0	5	11	3	7
EF575067.1.1452	6	3	8	1	3	15	9	3	4	4	8	5	2	2	7	2	8	12	0	2	4	2	5	1	1	12	5	15	7	1	1	0	1	1	16	9	13	0	0	0	0	0	1	4	12
HQ672793.1.1475	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	2	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU801445.1.1438	1	5	7	4	1	2	1	0	1	0	1	3	1	6	0	2	6	1	2	2	1	5	5	5	3	3	0	2	0	4	2	0	2	1	0	0	2	0	0	0	0	6	10	7	5
EU805375.1.1450	1	0	3	3	3	8	3	8	5	2	6	5	0	8	6	2	5	7	3	3	8	2	2	7	4	8	3	6	9	5	1	0	3	3	5	12	11	0	0	0	0	5	10	9	8
EU801664.1.1461	3	7	5	6	5	3	0	4	1	1	0	2	19	5	0	2	4	0	3	3	0	0	1	5	3	1	1	0	0	0	2	0	3	0	0	1	6	1	1	2	12	15	5	10	17
FJ745057.1.1366	1	9	2	4	5	0	0	1	0	1	1	1	20	5	0	1	1	1	15	2	1	2	5	5	16	2	1	1	1	0	8	33	6	1	1	0	0	3	0	2	25	13	4	0	2
FQ032826.22493.24014	20	2	12	12	9	7	6	1	2	5	7	14	5	6	15	6	7	0	1	1	0	0	1	2	1	8	11	8	2	0	2	0	0	0	2	9	1	0	0	0	4	7	6	7	23
HQ163262.1.1344	5	1	2	4	2	1	2	2	1	2	0	0	6	3	1	3	4	1	5	1	0	1	2	2	2	1	1	0	1	1	7	7	0	2	2	0	1	23	21	54	1	4	4	1	1
EU803013.1.1446	3	3	1	2	4	4	6	4	3	1	3	10	6	2	5	6	4	4	4	3	4	3	2	5	3	11	8	7	5	7	7	8	0	8	8	8	4	0	0	0	6	2	0	3	3
EU802577.1.1450	6	0	10	0	12	7	4	0	2	5	4	14	11	3	5	5	7	3	4	4	3	4	3	3	3	10	4	12	3	5	4	0	1	2	5	7	4	0	0	0	2	8	25	8	11
FJ150810.1.1353	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU805358.1.1525	1	0	5	5	5	4	7	3	3	6	8	9	1	8	7	8	1	3	1	2	4	1	1	1	1	5	3	13	5	9	0	0	2	1	24	5	1	0	0	0	0	0	3	4	14
EU799623.1.1467	0	0	0	0	0	8	1	1	0	2	1	0	8	0	0	0	0	0	2	0	0	2	3	1	1	0	0	0	1	0	3	0	5	1	0	2	11	1	0	0	2	11	74	41	22
JQ220653.1.915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
EU802327.1.1487	2	11	10	6	3	1	2	4	8	7	9	2	0	11	7	17	8	4	0	1	3	2	0	6	4	8	6	8	6	6	3	0	0	4	5	1	8	0	0	0	0	2	3	1	3
EF574195.1.1480	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	6	8	2	1	0	0	0	0	1	2	0	0	2
HQ671967.1.1514	0	2	2	4	6	2	0	5	3	4	2	0	6	3	1	6	0	3	12	4	4	13	5	9	5	1	1	5	7	10	16	24	3	5	2	0	0	1	0	0	2	1	0	1	0
EF061436.1.1445	2	0	0	6	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	0	2	0	0	0	0	0	1	1	0	0
EU800540.1.1371	2	9	3	9	0	0	0	2	0	1	1	1	20	5	1	1	1	0	10	0	0	0	2	5	5	1	0	1	0	1	8	9	0	0	1	1	3	10	24	23	20	8	0	0	1
EU802850.1.1426	7	9	14	5	6	3	5	8	6	6	4	7	2	17	6	4	12	3	0	2	2	2	3	2	2	2	3	9	3	3	0	0	0	0	4	1	1	1	0	0	0	4	3	5	1
HQ673662.1.1479	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GU235602.1.1346	0	2	1	1	1	1	3	9	5	1	5	0	0	2	0	0	0	0	2	1	1	4	4	1	1	0	0	0	0	3	1	1	11	15	0	0	2	52	43	50	0	0	1	0	0
HQ673946.1.1447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	7	6	2	1	2	1	0	2	0	4	1	1	4	0	0	0	1	0	0	0	0	0	0	0	0
GU940984.1.1304	15	19	11	13	10	2	8	11	5	9	12	1	3	5	8	4	4	1	2	3	4	4	2	17	6	2	7	5	3	5	3	1	9	13	1	3	4	0	0	0	0	11	2	0	2
EU800224.1.1388	0	3	0	0	1	2	4	2	1	1	4	2	8	1	4	1	1	1	1	0	0	2	1	0	4	2	1	0	0	2	4	4	1	6	3	2	2	30	50	46	5	7	4	2	2
HQ673627.1.1507	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ009291.1.2219	14	12	13	15	11	0	3	10	5	6	5	1	5	5	5	11	5	3	3	2	3	4	8	7	3	4	6	8	5	0	6	7	1	8	1	2	4	7	9	1	10	12	0	0	0
HQ672457.1.1520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU803008.1.1361	5	4	7	6	7	7	7	3	9	14	5	1	0	1	6	3	5	2	3	13	5	3	4	8	7	4	1	5	6	8	4	1	6	3	1	2	4	0	0	0	1	4	0	2	3
AACY020428427.340.1780	0	1	0	6	3	2	0	1	1	1	2	5	0	0	0	0	0	1	29	2	5	9	7	18	12	3	0	0	4	6	9	0	3	9	0	0	0	0	0	0	0	0	1	1	1
EF574996.1.1461	7	4	3	10	15	5	9	4	8	9	5	8	3	9	9	4	4	2	1	2	2	4	2	3	0	5	9	3	4	8	1	0	3	4	5	8	0	0	0	0	3	5	6	8	6
GU119438.1.1393	0	0	0	0	0	0	0	13	20	6	0	0	0	0	0	25	54	3	1	7	14	6	1	0	0	2	37	7	8	12	0	0	2	0	1	1	4	0	0	0	0	0	0	0	0
EU800411.1.1428	6	8	4	5	2	5	5	1	5	7	1	1	6	5	1	3	3	0	8	3	1	3	3	2	8	4	4	5	0	3	8	5	0	5	2	1	4	1	2	1	8	6	9	3	4
EU799518.1.1313	4	11	2	8	5	0	0	2	5	3	4	1	6	6	4	7	6	4	1	3	3	5	8	4	2	4	5	4	4	5	5	4	2	1	2	1	3	1	0	1	7	6	2	3	2
EU802448.1.1452	2	1	1	1	1	10	2	0	2	1	1	1	0	2	4	0	0	10	1	10	19	7	6	3	7	1	1	6	5	4	1	0	4	3	2	3	6	0	0	0	0	0	1	1	2
EF572367.1.1451	1	1	0	0	1	7	4	3	3	1	4	2	1	1	11	0	3	22	1	6	14	9	5	0	0	9	5	13	9	6	1	0	1	2	8	7	4	0	0	0	1	0	0	1	2
JN874348.1.1526	0	4	0	4	1	0	1	2	3	1	3	0	0	0	0	0	0	1	15	32	19	17	13	5	13	1	2	0	0	4	21	1	33	17	0	0	0	0	0	0	2	1	0	0	0
EU800851.1.1438	7	6	4	1	3	1	1	1	1	0	1	4	4	4	4	4	11	2	2	5	4	1	0	8	3	2	2	4	0	0	5	0	4	1	0	1	2	1	0	0	1	6	10	7	3
HQ674478.1.1448	2	0	0	2	4	3	1	0	4	3	3	3	1	3	0	1	1	1	3	3	1	3	2	2	2	0	1	0	2	5	1	0	1	3	0	2	0	0	0	0	0	2	6	3	1
EF574067.1.1441	6	1	10	4	6	9	6	12	3	4	9	4	1	3	10	3	9	3	0	3	7	0	2	1	1	4	2	10	3	2	2	0	0	5	8	13	6	0	0	0	1	4	5	7	9
JX879031.1.1407	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	2	1	7	2	2	2	1	0	0	0	0	1	3	3	0	1	2	0	0	2	0	0	0	0	0	1	0	1
JN233031.1.1448	9	6	5	3	6	12	12	3	6	1	8	1	16	7	4	0	2	5	5	9	1	6	7	14	1	4	2	4	5	6	4	0	3	1	7	0	0	0	0	0	3	0	0	0	0
HQ529849.1.917	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	4	0	3	2	2	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GQ351140.1.1516	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	2	3	1	0	1	0	1	0	0	0	2	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HQ672108.1.1451	0	1	1	1	2	0	2	10	2	1	9	0	0	1	1	0	1	2	45	8	3	7	11	16	17	0	2	0	1	1	6	33	77	12	0	0	1	60	0	1	0	0	0	0	0
GQ921469.1.1495	5	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	15	1	1	3	0	0	1	1	0	0	5
HQ673808.1.1478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR954199.69730.71299	0	0	0	3	0	0	0	91	13	0	0	0	0	0	0	0	0	0	2	28	11	23	7	8	0	0	11	4	1	10	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JX945328.1.1445	1	3	5	2	7	7	5	2	1	4	6	2	0	8	7	5	11	3	0	2	1	1	2	1	3	9	4	5	2	2	0	0	2	2	4	11	4	0	0	0	0	2	9	12	5
EF573197.1.1498	14	16	5	4	4	2	6	4	3	8	2	10	2	6	11	6	2	1	6	5	4	2	2	5	0	7	9	9	5	6	6	1	0	5	3	3	7	0	0	0	3	4	0	6	7
DQ492738.1.1429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	54	8	1	0	0
AF354621.1.1477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	172	0	0	0	0	0
HQ673642.1.1465	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	3	4	1	4	1	1	3	0	0	0	1	1	2	0	1	1	0	0	1	0	0	0	0	0	0	0	0
EU268117.1.1452	0	0	0	0	0	0	0	15	0	0	0	0	0	0	1	1	5	8	20	26	10	36	10	11	0	1	14	1	15	19	16	20	17	0	0	0	2	11	0	0	0	0	0	0	0
EF574980.1.1467	0	3	3	0	0	3	0	5	2	10	2	16	3	5	6	9	7	1	2	0	3	3	0	4	3	6	3	8	0	2	0	0	0	1	7	12	10	0	0	0	1	1	0	6	5
